Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-07-05,Memories of Murder,2003,https://boxd.it/6NViiF,5,,"<blockquote>- “Oigan, ustedes. ¿Qué están haciendo fuera tan tarde?”
- “Siempre vamos juntas, no pasa nada.”
- “Si fueran solas tampoco tendría que pasar nada.”<blockquote>

Sin palabras. De esos thrillers policiales clásicos, que te hielan la sangre, pero casi ya no se encuentran de este lado del continente. Visualmente escalofriante, con personajes y acompañamiento sonoro que no te permiten desviar ni un segundo la mirada. Recuerdo pocos mejores veinte minutos finales que los de <i>Memories of Murder<i>.

Recomendación de <a href=""https://boxd.it/4DwAb"">@excidamus</a> para <a href=""https://boxd.it/wyVMI"">r/Letterboxd Film Raffle #98</a>.","lbfilmraffle, r-letterboxd",2024-07-04
2024-07-06,A Family Affair,2024,https://boxd.it/6OjuyX,2.5,,"<i>Zac Efron<i> en el supermercado like <a href=""https://www.instagram.com/p/C8hh3EAxlzI/""><i>Robbie Williams<i> en el parque</a>.",,2024-07-05
2024-07-07,Toxic,2020,https://boxd.it/6OKH8x,2,,"El capítulo argento de <a href=""https://boxd.it/rx5c""><i>L'Effondrement<i></a>.",,2024-07-06
2024-07-08,Paradise for the Damned,2013,https://boxd.it/6PdynB,1.5,,Hasta el mejor sereno del mundo se durmió viendo esta película.,,2024-07-07
2024-07-09,"Paris, Texas",1984,https://boxd.it/6PJEsr,5,,"Me maravilla que una película creada hace cuarenta años retrate con tanto amor y empatía el dolor de la pérdida, lo que callan las palabras pero dicen los silencios.

<a href=""https://boxd.it/wI5my"">r/Letterboxd Film Club Challenge 113 - Admin Picks</a>","lbfilmclub, lbfcc-adminpicks, r-letterboxd",2024-07-08
2024-07-10,What Do We See When We Look at the Sky?,2021,https://boxd.it/6QbWtD,4,,"¿Cómo te explico que una película de Georgia, a catorce mil kilómetros de distancia, es más argentina que el propio cine nacional? 

<blockquote>""Everything happened the way it had to happen.""<blockquote>

Aguante <i>Messi<i> y ser campeón del mundo. Gracias <i>What Do We See When We Look at the Sky?<i> por predecirlo un año antes.",,2024-07-09
2024-07-11,Cris Miró (She/Her/Hers),2024,https://boxd.it/6QAZ6n,4.5,,"<i>Cris Miró<i> caminó para que muchas chicas puedan correr. Ícono. Esta miniserie, y <i>Mina Serrano<i>, llegaron para hacerle justicia.",,2024-07-10
2024-07-12,Stars at Noon,2022,https://boxd.it/6R0Ght,4,,"Me encantaría poder comprender en su totalidad el contexto sociopolítico nicaragüense que refleja <i>Stars at Noon<i> pero, aún no consiguiéndolo, celebro que se muestren en pantalla distintas realidades, culturas tan ajenas, y a la vez tan cercanas, a las nuestras.",,2024-07-11
2024-07-13,Yummy,2019,https://boxd.it/6RoT9F,2.5,,"No les voy a mentir, sólo vi esta película porque aparece de la nada un micro con supuestos <a href=""https://www.youtube.com/watch?v=MCxRGRWA_sc"">hinchas de River Plate</a> en Europa del Este. Totalmente random.

Update: el director le respondió a un usuario de <i>X<i> el verdadero motivo de la presencia de las camisetas de <i>River<i> en la película. Su equipo de fútbol de los domingos con los amigos usa esas casacas porque uno de ellos es un gran fanático y las compró en un viaje a Argentina. Como <i>Yummy<i> tenía un presupuesto muy ajustado, y todo se destinaba a los efectos especiales, se decidió usarlas aunque fuera re out of context.",,2024-07-12
2024-07-14,Godspeed,2022,https://boxd.it/6RSpjF,3,,"<i>Engin Akyürek<i> brilla como siempre, pasando de una emoción a otra en cuestión de segundos, trayendo a mi mente al amado <i>Kerim<i> de <i>Fatmagül'ün Suçu Ne?<i>. El gran problema de esta historia es que el giro argumental, ese final shockeante que tanto esperás, se ve venir desde el principio. Y ahí ya perdió toda la magia.",,2024-07-13
2024-07-15,Dark Buildings (A Crack in the Wall),2018,https://boxd.it/6SnVDf,3.5,,"El misterio se mantiene hasta el final gracias a las pistas en cuentagotas, porque no se trata sólo de un thriller criminal sino de una crítica social a la mediana edad, de cómo es vista por uno mismo y por los demás. 

Pero, peeeeero, que manía de siempre meter tramas ""románticas"" que te hacen perder el foco principal. El resto, correcto, intrigante.",,2024-07-14
2024-07-15,Black Mirror: Arkangel,2017,https://boxd.it/6Sqbtp,4.5,Yes,"Siento que <i>Arkangel<i> estará mejor ubicado en mi ranking que en el de la mayoría y es porque, en mi opinión, tiene el mejor desarrollo de historia de la serie, como si se tratara de una película independiente o de corta duración. Sólo me hubiese gustado que se ahondara más en las consecuencias de las imágenes violentas o pornográficas vistas por niños/adolescentes. Por todo lo demás, completamente atrapante y empática.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-06-02
2024-07-16,Black Mirror: Crocodile,2017,https://boxd.it/6SRHdR,4,Yes,"El misterio de por qué mi mente bloqueó por completo este episodio pero, en el mismísimo instante que apareció la cobaya, como si se tratara del aroma de la cerveza <i>Castle Port<i>, mis recuerdos se activaron. Distinto a todos los demás. Tan sombrío como angustiante.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-06-06
2024-07-16,I Choose to Believe,2023,https://boxd.it/6SSOLD,4,,"Cuatro estrellas, una por cada final ganada por <i>la Scaloneta<i>: Copa América 2021 ★ en el Maracaná, Finalissima 2022 ★ en Wembley, CAMPEONES DEL MUNDO en Qatar 2022 ★ y, ahora, nuevamente, Copa América 2024 ★ en Miami. Elijo seguir creyendo. Somos Argentina.",,2024-07-15
2024-07-17,Lady Bird,2017,https://boxd.it/6TiJgd,5,,"<blockquote>- “Of course I love you.”
- “But do you like me?”<blockquote>

De todas las películas siempre trato de quedarme con alguna frase o escena que me llegue al corazón, que me represente, que me resuene en la cabeza por días, pero jamás tantas como con <i>Lady Bird<i>. Por momentos, sentía que estaba viendo en pantalla la relación con mi mamá, ese vínculo tan único, particular y complicado de transmitir de una forma realista de ambas partes. Ese es el mayor acierto de <i>Greta Gerwig<i> y, si cae en algún lugar común, está bien, porque es una historia universal de amor y cuidado.

¿Mi parte favorita? Cuando van a elegir el vestido para Acción de Gracias y pasan de discutir por una tontería a alegrarse juntas en un segundo. Mi madre y yo en cualquier local de ropa. Y nos amamos. Y nos peleamos. Y nos cuidamos la una a la otra.

Recomendación de <a href=""https://boxd.it/21par"">@victoriacara</a> para <a href=""https://boxd.it/wVuV0"">r/Letterboxd Film Raffle #99</a>.","r-letterboxd, lbfilmraffle",2024-07-16
2024-07-18,The Disappearance of Eleanor Rigby: Them,2014,https://boxd.it/6TMRIz,4,,"<a href=""https://boxd.it/4Vu1Or"">The Disappearance of Eleanor Rigby: Him ✔️</a>
<a href=""https://boxd.it/4YReqv"">The Disappearance of Eleanor Rigby: Her ✔️</a>
<a href=""https://boxd.it/6TMRIz"">The Disappearance of Eleanor Rigby: Them ✔️</a>

<blockquote>”Tragedy is a foreign country. We don't know how to talk to the natives.”<blockquote>

<i>Them<i>, o simplemente <i>The Disappearance of Eleanor Rigby<i>, no aporta nada que ya no hayamos visto en <i>Him<i> y <i>Her<i>, pero aquí tenemos la historia completa. Los distintos tipos de duelos, los que quieren hablar y los que necesitan callar. El seguir adelante por inercia o con un propósito. Los que viven después de la muerte. La imprevisibilidad de lo que va a venir.",,2024-07-17
2024-07-19,The Bikeriders,2023,https://boxd.it/6UfKLJ,4.5,,"<blockquote>""You can give everything you got to a thing. And it's still just gonna do what it's gonna do.""<blockquote>

Podés no entender absolutamente nada de motos ni clubes que, igualmente, <i>The Bikeriders<i> con su acento, diálogos, fotografía y banda sonora repleta de clásicos top te atrapa por completo... si antes no te atrapa el fuego que emana <i>Austin Butler<i> 🔥 desde la primera mirada.",,2024-07-18
2024-07-20,Error 404,2016,https://boxd.it/6UBz15,4,Yes,"<blockquote>”en que anda arnaldo andré”<blockquote>

El cortometraje que más veces vi en <i>CINE.AR<i>. Ideal para el día de la caída mundial de <i>Microsoft<i>.",,2024-07-19
2024-07-21,I'm Gilda,2016,https://boxd.it/6V3GLZ,4,,"<blockquote>”No pienses que voy a dejarte
No es mi despedida
Una pausa en nuestra vida
Un silencio entre tú y yo.”<blockquote>

<i>Gilda, no me arrepiento de este amor<i> es la mejor película biográfica musical argentina, no sólo por el cariño y respeto con que se cuenta la vida de una de las máximas exponentes de la cumbia tropical, sino porque la hermosa voz de <i>Natalia Oreiro<i> hace que las canciones reversionadas suenen a nuevos hitazos, como si uno los escuchara y se enamorara de ellos por primera vez.",,2024-07-20
2024-07-22,10 Days Without Mom,2017,https://boxd.it/6Vz9ZX,3,,Siento que si a <i>Peretti<i> le dejaran a todos esos pibitos le pasarían las mismas cosas que a su personaje.,,2024-07-21
2024-07-23,Utøya: July 22,2018,https://boxd.it/6W4937,4.5,,"El viernes 22 de julio de 2011, Noruega sufrió dos ataques terroristas, el segundo de ellos en un campamento de verano de la liga juvenil del partido laborista en la isla de Utøya. El director, <i>Erik Poppe<i>, nos traslada a esta masacre con un increíble y crudo plano secuencia, de casi hora y media, donde seguimos a <i>Kaja<i> en su desesperación, desconcierto y angustia. Conocemos a sus amigos, sufrimos a su lado, anhelamos que sus sueños no mueran ahí y puedan ser alcanzados. Devastadora. No existía otra forma mejor de filmar <i>Utøya 22. juli<i>.

<a href=""https://boxd.it/7FuUuB"">22 July</a> | <a href=""https://boxd.it/6W4937"">Utøya 22. juli</a>

<a href=""https://boxd.it/w3Wx8"">2018-2019 Ranked</a>",,2024-07-22
2024-07-24,Suspiria,1977,https://boxd.it/6Wuuxf,3.5,,"<blockquote>""Bad luck isn't brought by broken mirrors, but by broken minds.""<blockquote>

A la mayoría de los directores les llevaría décadas conseguir los asombrosos planos y la perfecta utilización de la psicología del color que logra <i>Dario Argento<i>, allá por 1977. Es en esos aspectos técnicos que <i>Suspiria<i> brilla y queda en la memoria de todos los espectadores como una película de culto en el género de terror, pero en mi no funcionó ni su desenlace sobrenatural ni la abrumadora música instrumental constante. Igualmente, eso no impide que la recomiende: es un clásico con todas las letras, un must-see.

<a href=""https://boxd.it/x5MUu"">r/Letterboxd Film Club Challenge 114 - Italian Horror</a>","r-letterboxd, lbfilmclub, lbfcc-italianhorror",2024-07-23
2024-07-25,Black Mirror: Hang the DJ,2017,https://boxd.it/6WXYJD,5,Yes,"<blockquote>”Hmm. Option paralysis. So many choices, you end up not knowing which one you want.”<blockquote>

Siempre tuve muy en claro que <a href=""https://boxd.it/6FcmOX""><i>San Junipero<i></a> y <i>Hang the DJ<i> eran mi top uno y dos, respectivamente, y que después, lejos, venían todos los demás. Pero luego de este rewatch, declaro un empate técnico.

La química innata entre Amy y Frank te enamora desde su primera mirada, te hace sentir que vos misma encontraste a tu match ideal. Porque lo que debería lograr la tecnología, lo siguen consiguiendo los sentimientos humanos. Mi romcom favorita sin ser una romcom, sin ser siquiera una película.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-06-11
2024-07-26,Animal,2023,https://boxd.it/6XnT6j,4,,"<blockquote>”I can boogie, boogie woogie all night long.”<blockquote>

Gracias a <i>Animal<i> descubrí que tengo el don de reconocer <i>Yes Sir, I Can Boogie<i> desde el primer acorde.

¿La película? Una maravilla griega, un espiral de emociones encapsuladas en sonrisas falsas. Las heridas que no cierran, aunque lo intentemos con todas nuestras fuerzas. Bailar, bailar, bailar, bailar. Y no olvidar respirar.",,2024-07-25
2024-07-26,Trunk,2008,https://boxd.it/6XrJXl,5,Yes,"<i>Trunk<i> fue el primer cortometraje que vi en mi adolescencia, por el ya difunto <i>I.Sat<i>, y le guardo un cariño y melancolía especial por eso. En aquel momento, me volaba la cabeza cómo en veinte minutos se podía desarrollar una historia convincente, que atrape y que, además, entregue no uno sino varios giros de guión. Hoy lo volví a ver y, aún sabiendo su desenlace, lo disfruté como ese día en la tele cuadrada de 20 pulgadas.",,2024-07-24
2024-07-28,Youth in Revolt,2009,https://boxd.it/6YjIVr,3,Yes,"🥇 Carlotta
🥈 François Dillinger
🥉 Nick Twisp",,2024-07-27
2024-07-29,Hi Stranger,2016,https://boxd.it/6YOsVH,3.5,Yes,"<blockquote>”I see you trying to do so many things at once. Worrying about a decision you made. Or worried that you said the wrong thing to someone. You're so hard on yourself. But you're wonderful. And worthy of being loved. You really are. You just have to let yourself believe it.”<blockquote>

Recuerdo random desbloqueado. ✔️",,2024-07-28
2024-07-30,Black Mirror: Metalhead,2017,https://boxd.it/6Zhc2T,3,Yes,"Minimalista. No sólo por el blanco y negro, sino por la ausencia de trasfondo. Diferente a todo lo visto anteriormente en <i>Black Mirror<i>, y a todo lo que estaba por venir. Pero lo único que permanece en mi mente es que el perro robot evolucionaba más rápido que un <i>Pokémon<i>.

<a href=""https://boxd.it/vBHFU""><i>Black Mirror<i> Episodes Ranked.</a>",,2024-06-19
2024-07-31,Elite Short Stories: Guzmán Caye Rebe,2021,https://boxd.it/6ZHZ5z,4,Yes,"Recientemente, la serie española <i>Élite<i> nos abandonó para siempre luego de ocho temporadas, varios crímenes y sexo innecesario. Pero en mi interior, murió mucho antes, con el final de su maravillosa season 3. Como puente entre ese desenlace y su nuevo comienzo, se creó <i>Élite: historias breves<i>, miniepisodios que en algunos casos servían de conclusión y en otros de complemento.

La primera tanda nos entrega cuatro emociones bien diferenciadas: la diversión de <i>Guzmán Caye Rebe<i>, el amor de <i>Nadia Guzmán<i>, la tristeza de <i>Omar Ander Alexis<i>, y la pasión de <i>Carla Samuel<i>.

<blockquote>”Joder, tronco, otra vez igual, otra vez igual. Otro asesinato. Ahora a testificar… Yo no puedo más, si es que no aprendemos.”<blockquote>

<i>Guzmán Caye Rebe<i> es el trío de amigos que, hasta ese momento, no sabíamos que necesitábamos. Tres desarrollos de personaje que, aún luchando contra los fantasmas de sus pasados, se deben unir contra un inesperado y cómico enemigo. Aquí nace la hermosa relación entre <i>Cayetana<i> y <i>Rebeka<i>, que será de lo poco rescatable en los años venideros.

<a href=""https://boxd.it/xvzYq""><i>Élite: historias breves<i> Ranked</a> | <a href=""https://boxd.it/tuer8"">2021 Ranked</a>",,2024-07-29
2024-08-01,Elite Short Stories: Nadia Guzmán,2021,https://boxd.it/706Q3T,3.5,Yes,"Recientemente, la serie española <i>Élite<i> nos abandonó para siempre luego de ocho temporadas, varios crímenes y sexo innecesario. Pero en mi interior, murió mucho antes, con el final de su maravillosa season 3. Como puente entre ese desenlace y su nuevo comienzo, se creó <i>Élite: historias breves<i>, miniepisodios que en algunos casos servían de conclusión y en otros de complemento.

La primera tanda nos entrega cuatro emociones bien diferenciadas: la diversión de <i>Guzmán Caye Rebe<i>, el amor de <i>Nadia Guzmán<i>, la tristeza de <i>Omar Ander Alexis<i>, y la pasión de <i>Carla Samuel<i>.

En <i>Nadia Guzmán<i> tenemos más idas y venidas de la, sorprendentemente, pareja menos red flag de todas. Y eso que hubo muchas. Ellos sí se merecían ser felices, ser el verdadero endgame de <i>Élite<i>.

<a href=""https://boxd.it/xvzYq""><i>Élite: historias breves<i> Ranked</a> | <a href=""https://boxd.it/tuer8"">2021 Ranked</a>",,2024-07-30
2024-08-01,Jesus of Suburbia,2005,https://boxd.it/707z6N,5,Yes,"<blockquote>“And there's nothin' wrong with me. This is how I'm supposed to be.”<blockquote>

Toda la tarde viendo en <i>MTV<i> los videoclips de <i>Green Day<i>, <i>Blink-182<i>, <i>The Offspring<i>, etc. ¡Qué buena adolescencia, lpm!",,2024-07-31
2024-08-02,Super Crazy,2018,https://boxd.it/70yqtx,4,Yes,"Siendo sincera, la única que me dio un poco de penita fue la hermana, después todos los demás se la recontra merecían. <i>Re loca<i>, re justificada.",,2024-08-01
2024-08-03,Little Lies,2022,https://boxd.it/70Togj,3.5,,Me da vergüenza admitir lo mucho que me reí con esta película.,,2024-08-02
2024-08-04,Portrait of a Lady on Fire,2019,https://boxd.it/71oC9X,4.5,,"<blockquote>”Don't regret. Remember.”<blockquote>

Nunca había visto en toda mi vida una cinematografía tan perfecta como la de <i>Portrait de la jeune fille en feu<i>, en donde cada cuadro es una obra artística salida del mismísimo paso entre el estilo neoclásico y el romántico. Y, justamente, es la historia principal la que también se toma su tiempo para transitar ese lapso, para dejar el mandato social de la época y darle lugar al placer humano, durando para siempre como imágenes en nuestras mentes.

Arte hecho cine. Al fin y al cabo, creo que de eso se trata.

<a href=""https://boxd.it/xu6r6"">r/Letterboxd Film Club Challenge 115 - New Mod Picks</a>","lbfcc-newmodpicks, r-letterboxd, lbfilmclub",2024-08-03
2024-08-05,The Minimalists: Less Is Now,2021,https://boxd.it/71Nzyl,3,,"El documental zafa, aunque a veces peque de biopic, pero no sé si cumple su cometido desde el momento que no logra convertir a nadie en minimalista.",,2024-08-04
2024-08-06,The Cabin in the Woods,2011,https://boxd.it/72kPYF,4,Yes,"<i>The Cabin in the Woods<i> toma todos los clichés posibles del género slasher, los expone a simple vista, se burla de ellos, y se reinventa por completo, creando una memorable mezcla de terror y comedia. Superficial por fuera, filosófica por dentro.",,2024-08-05
2024-08-07,Find Me Falling,2024,https://boxd.it/72K8FR,4,,"<blockquote>""I love the world because you are in it.""<blockquote>

Hermosos paisajes, bellas canciones y una comedia romántica más adulta, fácil de ver, llena de clichés pero con una vueltita de rosca. A veces eso es lo único que se necesita para pasar un agradable momento, para desconectar la cabeza de los problemas diarios.

¡<i>Find Me Falling<i>, de las gratas sorpresas de este 2024! ❤️",,2024-08-06
2024-08-08,What Comes Around,2022,https://boxd.it/737JdL,4,,"<blockquote>""I'll see you in a little bit.""<blockquote>

Nada es lo que parece en <i>What Comes Around<i> y, en menos de hora y media, logra meter dos giros de guión y un final sin cabos sueltos. Polémico, sí, pero bien trabajado. Lo que para algunos es vacío, para mi es ágil. Lo inverosímil, es buen ritmo. El monstruo puede ser una víctima y la aparente víctima, un monstruo.

Yo la recomiendo, a pesar de las malas reseñas que tiene aquí. Los matices del personaje de <i>Kyle Gallner<i> lo valen.",,2024-08-07
2024-08-09,The Choice,2016,https://boxd.it/73xKAX,4.5,,"<blockquote>”The whole damn thing is about decisions… little, seemingly insignificant decisions that clear the road for monster truck life-altering ones. You see, every path you take leads to another choice, and some choices can change everything. Every damn moment of the rest of your life hangs on them.”<blockquote>

¿Para qué me invitan a ver otra película basada en una novela de Nicholas Sparks si ya saben como me pongo?

Como me pongo: 😭😭😭😭.",,2024-08-08
2024-08-11,Elite Short Stories: Omar Ander Alexis,2021,https://boxd.it/74m4KN,4,Yes,"Recientemente, la serie española <i>Élite<i> nos abandonó para siempre luego de ocho temporadas, varios crímenes y sexo innecesario. Pero en mi interior, murió mucho antes, con el final de su maravillosa season 3. Como puente entre ese desenlace y su nuevo comienzo, se creó <i>Élite: historias breves<i>, miniepisodios que en algunos casos servían de conclusión y en otros de complemento.

La primera tanda nos entrega cuatro emociones bien diferenciadas: la diversión de <i>Guzmán Caye Rebe<i>, el amor de <i>Nadia Guzmán<i>, la tristeza de <i>Omar Ander Alexis<i>, y la pasión de <i>Carla Samuel<i>.

<i>Omar Ander Alexis<i> no sólo viene a aclarar un poco lo sucedido en <i>Guzmán Caye Rebe<i>, sino también a cerrar una de las tramas más movilizantes de <i>Élite<i>, la enfermedad de <i>Ander<i>, la transformación completa de la humanidad de su personaje a través de <i>Alexis<i>, uno de los arcos argumentales que más disfruté al ver. Hermosamente deprimente. Y <i>Rebe<i> hasta lo hace gracioso.

<a href=""https://boxd.it/xvzYq""><i>Élite: historias breves<i> Ranked</a> | <a href=""https://boxd.it/tuer8"">2021 Ranked</a>",,2024-08-09
2024-08-11,Elite Short Stories: Carla Samuel,2021,https://boxd.it/74mvr9,4.5,Yes,"Recientemente, la serie española <i>Élite<i> nos abandonó para siempre luego de ocho temporadas, varios crímenes y sexo innecesario. Pero en mi interior, murió mucho antes, con el final de su maravillosa season 3. Como puente entre ese desenlace y su nuevo comienzo, se creó <i>Élite: historias breves<i>, miniepisodios que en algunos casos servían de conclusión y en otros de complemento.

La primera tanda nos entrega cuatro emociones bien diferenciadas: la diversión de <i>Guzmán Caye Rebe<i>, el amor de <i>Nadia Guzmán<i>, la tristeza de <i>Omar Ander Alexis<i>, y la pasión de <i>Carla Samuel<i>.

Si alguien me hubiese dicho que mi pareja preferida de toda la serie iba a ser una que ni vimos venir, cuyos amantes casi ni cruzan palabra en la primera temporada, no le hubiese creído. Y es por toda esa química inesperada que con <i>Carla Samuel<i> también se va todo mi amor por <i>Élite<i>. Ya nada sería igual en los capítulos por venir.

<a href=""https://boxd.it/xvzYq""><i>Élite: historias breves<i> Ranked</a> | <a href=""https://boxd.it/tuer8"">2021 Ranked</a>",,2024-08-10
2024-08-12,The Tangalanga Method,2022,https://boxd.it/74S8Lf,4.5,,"No existe argentino que no haya escuchado, al menos una vez en su vida, un cassette del <i>Doctor Tangalanga<i>, el bromista telefónico más exitoso de todos los tiempos. En el colegio, en un trabajo, de mano en mano, de generación en generación. Una especie de ídolo popular bien arraigado a nuestra idiosincrasia.

El amor y el respeto con el que está pensado y realizado <i>El método Tangalanga<i>, a través del multifacético <i>Martín Piroyansky<i> y compañía, traspasa la pantalla. Oda al humor argento, popular. Una biopic, con licencias artísticas, bellísima y divertida.",,2024-08-11
2024-08-13,White Elephant,2012,https://boxd.it/75li9j,4.5,Yes,"<blockquote>”A veces tengo ganas de mandar a todos a la mierda. Váyase a la mierda, señora. Váyase a la mierda, señor. Estoy lleno de ira. Estoy cada día más enojado. Tengo miedo. No quiero terminar odiando a todo el mundo.”<blockquote>

A mi me sigue fascinando toda la secuencia del curita belga yendo a buscar el cuerpo al territorio de <i>Carmelita<i>. <i>Ciudad Oculta<i>, en nombre y en realidad.",,2024-08-12
2024-08-14,X,2022,https://boxd.it/75M3kb,4,,"<blockquote>“Well, by the looks of everythin'... I'd say one goddamn fucked up horror picture.”<blockquote>

<i>X<i> consigue lo que otras películas del género slasher no: que te atrapen ambos lados de la historia, las víctimas y los victimarios, si es que logras diferenciarlos.

<a href=""https://boxd.it/xSJsA""><i>Ti West's X Trilogy<i> Ranked.</a>
<a href=""https://boxd.it/75M3kb"">X</a> | <a href=""https://boxd.it/76ehzv"">Pearl</a> | <a href=""https://boxd.it/76Cf2d"">MaXXXine</a>",,2024-08-13
2024-08-15,Pearl,2022,https://boxd.it/76ehzv,4.5,,"<blockquote>“I want what they have so badly.. to be perfect.. to be loved by as many people as possible to make up for all my time spent suffering.”<blockquote>

Con tan solo un fotograma de colores vivos y saturados somos capaces de darnos cuenta de que estamos en el mismo universo de <a href=""https://boxd.it/75M3kb""><i>X<i></a>, pero que vamos a presenciar algo completamente distinto. Que sin olvidarnos del gore, nos adentraremos en un campo más psicológico, un estudio de personaje magistralmente plasmado por <i>Mia Goth<i>.

<a href=""https://boxd.it/xSJsA""><i>Ti West's X Trilogy<i> Ranked.</a>
<a href=""https://boxd.it/75M3kb"">X</a> | <a href=""https://boxd.it/76ehzv"">Pearl</a> | <a href=""https://boxd.it/76Cf2d"">MaXXXine</a>",,2024-08-14
2024-08-16,MaXXXine,2024,https://boxd.it/76Cf2d,3.5,,"<blockquote>""I will not accept a life I do not deserve.""<blockquote>

Estéticamente superior a <a href=""https://boxd.it/75M3kb""><i>X<i></a> y a <a href=""https://boxd.it/76ehzv""><i>Pearl<i></a>, gracias a las impactantes vibras ochentosas, <i>MaXXXine<i> atrapa desde el principio con su cacería del <i>Night Stalker<i> y todas las referencias visuales de los clásicos hollywoodenses de terror, pero recae notablemente en su cierre de saga satánico, perdiendo fuerza y conexión con sus precuelas. Focalizar en los traumas de la fama y del pasado dentro de un género, a veces, un tanto superficial hubiese sido el broche de oro de la trilogía.

<a href=""https://boxd.it/xSJsA""><i>Ti West's X Trilogy<i> Ranked.</a>
<a href=""https://boxd.it/75M3kb"">X</a> | <a href=""https://boxd.it/76ehzv"">Pearl</a> | <a href=""https://boxd.it/76Cf2d"">MaXXXine</a>",,2024-08-15
2024-08-17,Piggy,2022,https://boxd.it/774Ovl,3.5,,"<blockquote>”Que se jodan.”<blockquote>

<i>Cerdita<i> funciona mucho mejor con el retrato visual y psicológico del bullying que cuando intenta pasarse al gore. 

#TeamPiggy

<a href=""https://boxd.it/77vVKh"">Cerdita cortometraje</a> | <a href=""https://boxd.it/774Ovl"">Cerdita largometraje</a>",,2024-08-16
2024-08-18,Piggy,2018,https://boxd.it/77vVKh,3.5,,"Exceptuando al personaje de <i>Sara<i>, distintos actores pero escenas y locaciones calcadas. Con un buen desarrollo, prefiero el final de este corto al de la <a href=""https://boxd.it/774Ovl"">película</a>.

#TeamPiggy

<a href=""https://boxd.it/77vVKh"">Cerdita cortometraje</a> | <a href=""https://boxd.it/774Ovl"">Cerdita largometraje</a>",,2024-08-17
2024-08-19,I Can't Live Without You,2024,https://boxd.it/783dlP,3,,"<a href=""https://boxd.it/59Dc81""><i>El fútbol o yo<i></a> pero, en lugar de a la pelota, ahora <i>Suar<i> es adicto al celular.",,2024-08-18
2024-08-20,Nope,2022,https://boxd.it/78CiZF,4,,"<i>Nope<i> fue la película más votada para ver y discutir en el <i>Film Club<i> de esta semana, donde la condición era que los monos, simios u otros primates tengan un papel importante en la historia. 

Paradójicamente, las pocas escenas de la subtrama de <i>Gordy<i> y su sitcom noventosa fueron las que me fascinaron. Ese doble mensaje entre relato principal y secundario, donde se puede interpretar que la única salvación contra la cultura del espectáculo pasa por dejar de mirar pero, a su vez, nos paralizamos más de dos horas frente a la obra de <i>Peele<i>, es la sutil conexión entre principio y final. Re estoy para una precuela, secuela o cualquier expansión de este inexplicable universo.

<a href=""https://boxd.it/xR568"">r/Letterboxd Film Club Challenge 116 - Primates</a>","r-letterboxd, lbfilmclub, lbfcc-primates",2024-08-19
2024-08-21,Los justos,2024,https://boxd.it/794wVN,4.5,,"<blockquote>“Es una joda de muy mal gusto la vejez, Atilio.”<blockquote>

Les juro que yo no puedo más con Arturo Puig y, me pongo de pie, Claudio Rissi escapándose del geriátrico. <i>Los justos<i>, por supuesto, tiene escenas conmovedoras y reflexivas, pero su fuerte es el humor absurdo. Hacía mucho mucho tiempo que no me reía tanto con una película. Hermosa oda a la vejez, hermosa forma de retratar la vida.",,2024-08-20
2024-08-22,Purple Noon,1960,https://boxd.it/79vvXn,4.5,,<i>Alain Delon<i> caminando por el mercado de Nápoles debería ser considerado el fotograma más erótico de la historia del cine.,,2024-08-21
2024-08-23,Fly Me to the Moon,2024,https://boxd.it/79TEvb,4,,"<blockquote>”Truth is still the truth even if nobody believes it. Lie is still a lie even if everybody believes it.”<blockquote>

<i>Fly Me to the Moon<i> es simpática, agradable de ver, de esas películas que te dejan una sonrisa en la cara y una linda sensación en el pecho cuando terminan. <i>Scarlett Johansson<i>, por su parte, brilla con la misma luz de siempre. Mi único pero es que, aún durando más de dos horas, corre en contar su historia y en desarrollar escenas que podrían haber sido mucho más hermosas y orgánicas.",,2024-08-22
2024-08-24,Sallie Gardner at a Gallop,1878,https://boxd.it/7aiWGh,4,,"<blockquote>”Now, did you know that the very first assembly of photographs in sequential order to create a motion picture was a two-second clip of a Black man on a horse? Yes, it was. Yes, it was. Look it up. Now, I know you guys know Eadweard Muybridge, the grandfather of motion pictures who took the pictures that created that clip, but does anybody know the name of the Black jockey that rode the horse? Nope? I mean, the very first stuntman, animal wrangler and movie star all rolled into one, and there is literally no record of him. That man was a Bahamian jockey that went by the name of Alistair E. Haywood. And he is my great-great-grandfather.”<blockquote>

Estoy aquí por la referencia en <a href=""https://boxd.it/78CiZF""><i>Nope<i></a>.",,2024-08-23
2024-08-25,The Kiss,1882,https://boxd.it/7aNmaB,3,,"<i>Eadweard Muybridge<i>, transgresor since 1882.",,2024-08-24
2024-08-26,Woman Jumping from Rock to Rock,,https://boxd.it/7bk9Px,3,,"<i>Eadweard Muybridge<i> utilizaba la desnudez como estudio de movimientos de la locomoción humana. Aquí, por lo menos, le puso una pollerita.",,2024-08-25
